site_code,week_start,search_term,department,search_frequency_rank,clicked_asin_1,click_share_1,conversion_share_1,is_own_asin_1,clicked_asin_2,click_share_2,conversion_share_2,is_own_asin_2,clicked_asin_3,click_share_3,conversion_share_3,is_own_asin_3
amz_us,2026-03-08,bath water filter for tub faucet baby,Amazon.com,2524571,B0GFQ1JRSK,0.1852,0.3333,False,,,,,,,,
amz_us,2026-03-01,canopy bathtub filter,Amazon.com,62451,B0GFQ1JRSK,0.0788,0.0976,False,,,,,,,,
amz_us,2026-03-01,bath filter for tub,Amazon.com,75511,B0GFQ1JRSK,0.1192,0.0096,False,,,,,,,,
amz_us,2026-03-01,bathtub filter,Amazon.com,87438,B0GFQ1JRSK,0.1940,0.0075,False,,,,,,,,
amz_us,2026-03-01,bath tub filter,Amazon.com,93861,B0GFQ1JRSK,0.2259,0.0084,False,,,,,,,,
amz_us,2026-03-01,bath filter,Amazon.com,102009,B0GFQ1JRSK,0.0882,0.0152,False,,,,,,,,
amz_us,2026-03-01,bathtub water filter,Amazon.com,119884,B0GFQ1JRSK,0.1064,0.0083,False,,,,,,,,
amz_us,2026-03-01,bath tub water filter,Amazon.com,290697,B0GFQ1JRSK,0.1416,0.0000,False,,,,,,,,
amz_us,2026-03-01,canopy bath filter,Amazon.com,299998,B0GFQ1JRSK,0.1416,0.1111,False,,,,,,,,
amz_us,2026-03-01,tub filter,Amazon.com,304187,B0GFQ1JRSK,0.1031,0.0208,False,,,,,,,,
amz_us,2026-03-01,tub filter for bathtub,Amazon.com,349238,B0GFQ1JRSK,0.1487,0.0400,False,,,,,,,,
amz_us,2026-03-01,bath tub filter for tub faucet,Amazon.com,414221,B0GFQ1JRSK,0.1758,0.0000,False,,,,,,,,
amz_us,2026-03-01,baby bath filter,Amazon.com,459433,B0GFQ1JRSK,0.1409,0.0000,False,,,,,,,,
amz_us,2026-03-01,bathtub faucet filter,Amazon.com,531968,B0GFQ1JRSK,0.0930,0.0357,False,,,,,,,,
amz_us,2026-03-01,canopy bath tub filter,Amazon.com,531968,B0GFQ1JRSK,0.3101,0.2500,False,,,,,,,,
amz_us,2026-03-01,canopy bathtub filter for baby,Amazon.com,655445,B0GFQ1JRSK,0.1143,0.0000,False,,,,,,,,
amz_us,2026-03-01,bath tub filter for baby,Amazon.com,688252,B0GFQ1JRSK,0.3000,0.2000,False,,,,,,,,
amz_us,2026-03-01,canopy tub filter,Amazon.com,756949,B0GFQ1JRSK,0.3407,0.1667,False,,,,,,,,
amz_us,2026-03-01,baby bath tub filter,Amazon.com,872331,B0GFQ1JRSK,0.2532,0.2500,False,,,,,,,,
amz_us,2026-03-01,canopy baby bath tub filter,Amazon.com,1131208,B0GFQ1JRSK,0.2131,0.1667,False,,,,,,,,
amz_us,2026-03-01,baby bathtub filter,Amazon.com,1169745,B0GFQ1JRSK,0.2203,0.0000,False,,,,,,,,
amz_us,2026-03-01,bath tub faucet filter,Amazon.com,1437839,B0GFQ1JRSK,0.1250,0.0000,False,,,,,,,,
amz_us,2026-03-01,baby bath filter for tub,Amazon.com,1567475,B0GFQ1JRSK,0.2955,0.0000,False,,,,,,,,
amz_us,2026-03-01,tub filter for bathtub baby,Amazon.com,1907645,B0GFQ1JRSK,0.3333,0.0000,False,,,,,,,,
amz_us,2026-03-01,baby tub filter,Amazon.com,2341343,B0GFQ1JRSK,0.4828,0.0000,False,,,,,,,,
amz_us,2026-03-01,bath filter for tub baby,Amazon.com,2418591,B0GFQ1JRSK,0.2857,0.0000,False,,,,,,,,
amz_us,2026-02-22,bath filter for tub,Amazon.com,70587,B0GFQ1JRSK,0.0932,0.0042,False,,,,,,,,
amz_us,2026-02-22,canopy bathtub filter,Amazon.com,79395,B0GFQ1JRSK,0.0977,0.0172,False,,,,,,,,
amz_us,2026-02-22,bathtub filter,Amazon.com,94320,B0GFQ1JRSK,0.1456,0.0145,False,,,,,,,,
amz_us,2026-02-22,bath tub filter,Amazon.com,95648,B0GFQ1JRSK,0.1893,0.0000,False,,,,,,,,
amz_us,2026-02-22,bath filter,Amazon.com,99070,B0GFQ1JRSK,0.0924,0.0070,False,,,,,,,,
amz_us,2026-02-22,canopy bath filter,Amazon.com,403062,B0GFQ1JRSK,0.1657,0.0000,False,,,,,,,,
amz_us,2026-02-22,baby bath filter,Amazon.com,426092,B0GFQ1JRSK,0.1063,0.0588,False,,,,,,,,
amz_us,2026-02-22,canopy bathtub filter for baby,Amazon.com,526120,B0GFQ1JRSK,0.1308,0.0000,False,,,,,,,,
amz_us,2026-02-22,baby bath tub filter,Amazon.com,595650,B0GFQ1JRSK,0.0696,0.0000,False,,,,,,,,
amz_us,2026-02-22,canopy bath tub filter,Amazon.com,771985,B0GFQ1JRSK,0.1461,0.0000,False,,,,,,,,
amz_us,2026-02-22,bath tub filter for baby,Amazon.com,859850,B0GFQ1JRSK,0.1250,0.0000,False,,,,,,,,
amz_us,2026-02-22,tub filter for bathtub faucet,Amazon.com,955976,B0GFQ1JRSK,0.0972,0.0000,False,,,,,,,,
amz_us,2026-02-22,baby bathtub filter,Amazon.com,969585,B0GFQ1JRSK,0.2535,0.0000,False,,,,,,,,
amz_us,2026-02-22,canopy baby bath tub filter,Amazon.com,1093121,B0GFQ1JRSK,0.2698,0.2857,False,,,,,,,,
amz_us,2026-02-22,baby bath filter for tub,Amazon.com,1208700,B0GFQ1JRSK,0.1930,0.0000,False,,,,,,,,
amz_us,2026-02-22,canopy tub filter,Amazon.com,1325256,B0GFQ1JRSK,0.1154,0.0000,False,,,,,,,,
amz_us,2026-02-22,bath filter for tub baby,Amazon.com,2065544,B0GFQ1JRSK,0.1515,0.0000,False,,,,,,,,
amz_us,2026-02-22,tub filter for bathtub baby,Amazon.com,2191686,B0GFQ1JRSK,0.1613,0.0000,False,,,,,,,,
amz_us,2026-02-22,baby tub filter,Amazon.com,2191686,B0GFQ1JRSK,0.1935,0.0000,False,,,,,,,,
amz_us,2026-02-22,get canopy bath tub filter,Amazon.com,2260279,B0GFQ1JRSK,0.3667,0.0000,False,,,,,,,,
amz_us,2026-02-22,canopy bathtub filter spout,Amazon.com,2332482,B0GFQ1JRSK,0.2414,,False,,,,,,,,
amz_us,2026-02-22,bathtub drain filter,Amazon.com,2670140,B07PB6ZX9Y,0.2000,0.1667,False,B0B7ZNZS9L,0.2000,0.0000,False,B0CXHPXP26,0.0800,0.0000,False
amz_us,2026-02-15,canopy bathtub filter,Amazon.com,69885,B0GFQ1JRSK,0.0416,0.0164,False,,,,,,,,
amz_us,2026-02-15,bathtub filter,Amazon.com,89549,B0GFQ1JRSK,0.1368,0.0000,False,,,,,,,,
amz_us,2026-02-15,bath tub filter,Amazon.com,93335,B0GFQ1JRSK,0.1664,0.0000,False,,,,,,,,
amz_us,2026-02-15,tub filter for bathtub,Amazon.com,307581,B0GFQ1JRSK,0.0806,0.0000,False,,,,,,,,
amz_us,2026-02-15,baby bath tub filter,Amazon.com,372534,B0GFQ1JRSK,0.1029,0.0000,False,,,,,,,,
amz_us,2026-02-15,canopy bath filter,Amazon.com,416047,B0GFQ1JRSK,0.1083,0.0769,False,,,,,,,,
amz_us,2026-02-15,baby bathtub filter,Amazon.com,620371,B0GFQ1JRSK,0.1226,0.0000,False,,,,,,,,
amz_us,2026-02-15,canopy bath tub filter,Amazon.com,786247,B0GFQ1JRSK,0.0833,0.0000,False,,,,,,,,
amz_us,2026-02-15,canopy tub filter,Amazon.com,988540,B0GFQ1JRSK,0.0448,0.1667,False,,,,,,,,
amz_us,2026-02-15,baby bath filter for tub,Amazon.com,988540,B0GFQ1JRSK,0.2090,0.0000,False,,,,,,,,
amz_us,2026-02-15,canopy baby bath tub filter,Amazon.com,1019243,B0GFQ1JRSK,0.0462,0.0000,False,,,,,,,,
amz_us,2026-02-15,bathtub drain filter,Amazon.com,1986607,B07MKPMBCJ,0.1212,0.0909,False,B0CQYCZ3DR,0.1212,0.0000,False,,,,
amz_us,2026-02-15,bath water filter for tub faucet baby,Amazon.com,2107244,B0GFQ1JRSK,0.1290,0.0000,False,,,,,,,,
amz_us,2026-02-15,canopy tub filter baby,Amazon.com,2479443,B0GFQ1JRSK,0.1538,0.0000,False,,,,,,,,
amz_us,2026-02-15,canopy bathtub filter spout,Amazon.com,2569151,B0GFQ1JRSK,0.0800,,False,,,,,,,,
amz_us,2026-02-08,canopy bathtub filter,Amazon.com,66217,B0GFQ1JRSK,0.6359,0.1522,False,,,,,,,,
amz_us,2026-02-08,bathtub filter,Amazon.com,98542,B0GFQ1JRSK,0.1037,0.0000,False,,,,,,,,
amz_us,2026-02-08,bath tub filter,Amazon.com,114589,B0GFQ1JRSK,0.1023,0.0088,False,,,,,,,,
amz_us,2026-02-08,canopy bathtub filter for baby,Amazon.com,343514,B0GFQ1JRSK,0.5967,0.1818,False,,,,,,,,
amz_us,2026-02-08,canopy bath filter,Amazon.com,421612,B0GFQ1JRSK,0.6419,0.1818,False,,,,,,,,
amz_us,2026-02-08,baby bath filter,Amazon.com,445938,B0GFQ1JRSK,0.1357,0.0000,False,,,,,,,,
amz_us,2026-02-08,baby bath tub filter,Amazon.com,512682,B0GFQ1JRSK,0.4590,0.0000,False,,,,,,,,
amz_us,2026-02-08,bathtub filter for baby,Amazon.com,614516,B0GFQ1JRSK,0.1275,0.0000,False,,,,,,,,
amz_us,2026-02-08,canopy bath tub filter,Amazon.com,824858,B0GFQ1JRSK,0.5789,0.3333,False,,,,,,,,
amz_us,2026-02-08,canopy baby bath tub filter,Amazon.com,835547,B0GFQ1JRSK,0.5600,0.3333,False,,,,,,,,
amz_us,2026-02-08,bath tub filter for baby,Amazon.com,869995,B0GFQ1JRSK,0.2778,0.0000,False,,,,,,,,
amz_us,2026-02-08,canopy tub filter,Amazon.com,894594,B0GFQ1JRSK,0.6286,0.0000,False,,,,,,,,
amz_us,2026-02-08,baby bathtub filter,Amazon.com,948714,B0GFQ1JRSK,0.3333,0.0000,False,,,,,,,,
amz_us,2026-02-08,baby bath filter for tub,Amazon.com,1043124,B0GFQ1JRSK,0.1500,0.0000,False,,,,,,,,
amz_us,2026-02-08,bath filter for tub baby,Amazon.com,2049237,B0GFQ1JRSK,0.1667,0.0000,False,,,,,,,,
amz_us,2026-02-08,bath water filter for tub faucet baby,Amazon.com,2183608,B0GFQ1JRSK,0.1429,0.0000,False,,,,,,,,
amz_us,2026-02-08,baby tub filter,Amazon.com,2418667,B0GFQ1JRSK,0.3200,0.0000,False,,,,,,,,
amz_us,2026-02-01,canopy bathtub filter,Amazon.com,71225,B0GFQ1JRSK,0.6247,0.2653,False,,,,,,,,
amz_us,2026-02-01,bathtub filter,Amazon.com,86125,B0GFQ1JRSK,0.1003,0.0190,False,,,,,,,,
amz_us,2026-02-01,bath filter,Amazon.com,87125,B0GFQ1JRSK,0.1028,0.0270,False,,,,,,,,
amz_us,2026-02-01,bathtub water filter,Amazon.com,90204,B0GFQ1JRSK,0.0887,0.0065,False,,,,,,,,
amz_us,2026-02-01,bath tub filter,Amazon.com,99814,B0GFQ1JRSK,0.0895,0.0079,False,,,,,,,,
amz_us,2026-02-01,bathtub filter for tub faucet,Amazon.com,153317,B0GFQ1JRSK,0.1175,0.0000,False,,,,,,,,
amz_us,2026-02-01,canopy bathtub filter for baby,Amazon.com,274285,B0GFQ1JRSK,0.5672,0.3125,False,,,,,,,,
amz_us,2026-02-01,canopy bath filter,Amazon.com,380960,B0GFQ1JRSK,0.5434,0.4286,False,,,,,,,,
amz_us,2026-02-01,baby bath filter,Amazon.com,487034,B0GFQ1JRSK,0.1397,0.0345,False,,,,,,,,
amz_us,2026-02-01,bathtub filter for baby,Amazon.com,498097,B0GFQ1JRSK,0.1429,0.0000,False,,,,,,,,
amz_us,2026-02-01,canopy baby bath tub filter,Amazon.com,539431,B0GFQ1JRSK,0.5285,0.0000,False,,,,,,,,
amz_us,2026-02-01,baby bath tub filter,Amazon.com,639414,B0GFQ1JRSK,0.3077,0.1000,False,,,,,,,,
amz_us,2026-02-01,bath tub filter for baby,Amazon.com,679107,B0GFQ1JRSK,0.2653,0.0556,False,,,,,,,,
amz_us,2026-02-01,canopy bath tub filter,Amazon.com,740278,B0GFQ1JRSK,0.3667,0.0000,False,,,,,,,,
amz_us,2026-02-01,baby bathtub filter,Amazon.com,793543,B0GFQ1JRSK,0.3214,0.2500,False,,,,,,,,
amz_us,2026-02-01,baby bath water filter,Amazon.com,802980,B0GFQ1JRSK,0.1446,0.0714,False,,,,,,,,
amz_us,2026-02-01,canopy tub filter,Amazon.com,822735,B0GFQ1JRSK,0.6049,0.3333,False,,,,,,,,
amz_us,2026-02-01,baby bath filter for tub,Amazon.com,1124898,B0GFQ1JRSK,0.1017,0.0000,False,,,,,,,,
amz_us,2026-02-01,canopy tub filter baby,Amazon.com,1870076,B0GFQ1JRSK,0.3714,0.0000,False,,,,,,,,
amz_us,2026-02-01,get canopy bath tub filter,Amazon.com,2549423,B0GFQ1JRSK,0.3600,1.0000,False,,,,,,,,
amz_us,2026-01-25,canopy bathtub filter,Amazon.com,58521,B0GFQ1JRSK,0.7675,0.5769,False,,,,,,,,
amz_us,2026-01-25,canopy bathtub filter for baby,Amazon.com,256945,B0GFQ1JRSK,0.7668,0.6667,False,,,,,,,,
amz_us,2026-01-25,canopy bath filter,Amazon.com,299696,B0GFQ1JRSK,0.8028,0.9286,False,,,,,,,,
amz_us,2026-01-25,baby bath tub filter,Amazon.com,427894,B0GFQ1JRSK,0.4091,0.1250,False,,,,,,,,
amz_us,2026-01-25,baby bath filter,Amazon.com,436480,B0GFQ1JRSK,0.1523,0.0000,False,,,,,,,,
amz_us,2026-01-25,bathtub filter for baby,Amazon.com,464704,B0GFQ1JRSK,0.1479,0.0400,False,,,,,,,,
amz_us,2026-01-25,canopy baby bath tub filter,Amazon.com,556332,B0GFQ1JRSK,0.6975,0.4545,False,,,,,,,,
amz_us,2026-01-25,canopy bath tub filter,Amazon.com,663413,B0GFQ1JRSK,0.7900,0.5000,False,,,,,,,,
amz_us,2026-01-25,canopy tub filter,Amazon.com,780818,B0GFQ1JRSK,0.8471,1.0000,False,,,,,,,,
amz_us,2026-01-25,baby bathtub filter,Amazon.com,819585,B0GFQ1JRSK,0.3951,0.1429,False,,,,,,,,
amz_us,2026-01-25,bath tub filter for baby,Amazon.com,897526,B0GFQ1JRSK,0.2432,0.1000,False,,,,,,,,
amz_us,2026-01-25,baby bath filter for tub,Amazon.com,1087185,B0GFQ1JRSK,0.1803,0.0000,False,,,,,,,,
amz_us,2026-01-25,canopy tub filter baby,Amazon.com,1644527,B0GFQ1JRSK,0.8000,1.0000,False,,,,,,,,
amz_us,2026-01-25,bath filter for tub baby,Amazon.com,1727913,B0GFQ1JRSK,0.2105,0.0000,False,,,,,,,,
amz_us,2026-01-25,tub filter for bathtub baby,Amazon.com,2377173,B0GFQ1JRSK,0.2222,0.0000,False,,,,,,,,
amz_us,2026-01-25,baby tub filter,Amazon.com,2459655,B0GFQ1JRSK,0.3462,0.6667,False,,,,,,,,
amz_us,2026-01-18,canopy bathtub filter,Amazon.com,83972,B0GFQ1JRSK,0.0292,0.0000,False,,,,,,,,
amz_us,2026-01-18,canopy bathtub filter for baby,Amazon.com,337714,B0GFQ1JRSK,0.0606,0.0000,False,,,,,,,,
amz_us,2026-01-18,canopy bath filter,Amazon.com,407323,B0GFQ1JRSK,0.0970,0.0000,False,,,,,,,,
amz_us,2026-01-18,canopy bath tub filter,Amazon.com,880486,B0GFQ1JRSK,0.1299,0.0000,False,,,,,,,,
amz_us,2026-01-18,canopy tub filter,Amazon.com,1187547,B0GFQ1JRSK,0.1754,0.0000,False,,,,,,,,
amz_us,2026-01-18,canopy baby bath tub filter,Amazon.com,1567338,B0GFQ1JRSK,0.2791,0.5000,False,,,,,,,,
amz_us,2026-01-18,canopy tub filter baby,Amazon.com,1767287,B0GFQ1JRSK,0.1316,,False,,,,,,,,
amz_us,2026-01-18,bath tub filter canopy,Amazon.com,2521448,B0GFQ1JRSK,0.0769,,False,,,,,,,,
amz_us,2026-01-18,canopy bathtub filter spout,Amazon.com,2521448,B0GFQ1JRSK,0.1923,,False,,,,,,,,
amz_us,2026-01-04,aqua bliss bath filter,Amazon.com,1230422,B01MUBU0YC,0.4035,0.1250,False,B0CN2L49P5,0.1930,0.2500,False,,,,
amz_us,2026-01-04,aquabliss bath filter,Amazon.com,2719353,B01MUBU0YC,0.3600,0.0000,False,B0CN2L49P5,0.1600,0.0000,False,,,,
amz_us,2025-12-28,aqua bliss bath filter,Amazon.com,954599,B01MUBU0YC,0.3816,0.1667,False,B0CN2L49P5,0.1711,0.1667,False,,,,
amz_us,2025-12-28,aquabliss bath filter,Amazon.com,2047516,B01MUBU0YC,0.3714,0.2000,False,B0CN2L49P5,0.1714,0.0000,False,,,,
amz_us,2025-12-21,aqua bliss bath filter,Amazon.com,2000113,B01MUBU0YC,0.2647,0.2000,False,B0CN2L49P5,0.1471,0.2000,False,,,,
amz_us,2025-12-07,aqua bliss bath filter,Amazon.com,2523679,B01MUBU0YC,0.6486,,False,B0CN2L49P5,0.0811,,False,,,,
amz_us,2025-12-07,bathtub drain filter,Amazon.com,3630696,B0B7ZNZS9L,0.2800,0.4444,False,B0CXHPXP26,0.1200,0.0000,False,B07PB6ZX9Y,0.0800,0.1111,False
amz_us,2025-11-02,bathtub drain filter,Amazon.com,2397188,B0B7ZNZS9L,0.1852,0.2500,False,B07PB6ZX9Y,0.1111,0.0833,False,B07SG474HG,0.1111,0.0833,False
amz_us,2025-10-05,aquabliss bath filter,Amazon.com,2230698,B01MUBU0YC,0.6000,0.6667,False,,,,,,,,
amz_us,2025-10-05,bathtub drain filter,Amazon.com,2292117,B0B7ZNZS9L,0.2059,0.1333,False,B07PB6ZX9Y,0.1176,0.1333,False,B07MKPMBCJ,0.1176,0.0000,False
amz_us,2025-08-03,bath water filter for tub faucet,Amazon.com,840609,B01MUBU0YC,0.0617,0.0000,False,,,,,,,,
amz_us,2025-07-06,canopy bathtub filter,Amazon.com,487651,B01MUBU0YC,0.1319,0.0667,False,,,,,,,,
amz_us,2025-05-04,bath tub water filter,Amazon.com,362467,B01MUBU0YC,0.1429,0.0256,False,,,,,,,,
